Date,Country,City,Specie,Count,Min,Max,Median,Variance
10/07/2019,AU,Perth,humidity,59,13.6,100,79.6,3334.59
10/07/2019,AU,Perth,no2,49,1.2,22.3,7.8,270.61
10/07/2019,AU,Perth,wind-gust,60,0.1,43.1,1.6,1108.95
10/07/2019,AU,Perth,co,46,1,9,4,56.47
11/07/2019,AU,Sydney,wind-speed,144,0.2,10.1,3.2,48.16
11/07/2019,AU,Sydney,temperature,144,9,22.8,13.8,110.14
11/07/2019,AU,Sydney,humidity,120,24.5,71.5,49.8,1851.58
11/07/2019,AU,Sydney,so2,8,1.5,1.5,1.5,0
11/07/2019,AU,Sydney,pressure,144,1001.6,1019.2,1009.7,191.61
11/07/2019,AU,Sydney,wind-gust,144,0.2,21.2,7.8,160.48
11/07/2019,AU,Sydney,dew,24,-3,5.5,2,58.52
11/07/2019,AU,Sydney,co,52,1.2,2.3,2.3,3.07
11/07/2019,AU,Sydney,pm10,129,5,14,9,39.76
11/07/2019,AU,Sydney,o3,123,6.4,24.8,18.4,198.04
11/07/2019,AU,Sydney,no2,122,1,18.6,4.7,191.22
26/01/2020,AU,Sydney,pm25,138,2,106,38,4118.04
2/03/2020,AU,Sydney,pm25,138,1,72,31,2718.28
11/07/2019,AU,Hobart,pressure,72,979.5,993.3,987.7,142.52
11/07/2019,AU,Hobart,wind-speed,72,0.2,6.6,1.7,23.7
11/07/2019,AU,Hobart,wind-gust,72,1,13,6.7,83.46
11/07/2019,AU,Hobart,temperature,72,7.2,12.6,8,26.72
11/07/2019,AU,Hobart,pm10,68,1,27,2,143.95
11/07/2019,AU,Hobart,humidity,72,59,87.6,79.7,587.65
11/07/2019,AU,Darwin,o3,71,2.1,12.9,9.1,95.66
11/07/2019,AU,Darwin,so2,72,0.1,1,0.2,0.44
11/07/2019,AU,Darwin,no2,72,0.2,6.4,1,15.33
11/07/2019,AU,Darwin,pressure,72,1014,1018.7,1016.4,19.23
11/07/2019,AU,Darwin,temperature,72,17.2,32.3,24.5,172.25
10/03/2020,AU,Sydney,pm25,138,1,40,10,436.95
11/07/2019,AU,Darwin,wd,71,22.9,351.2,219.7,87106
11/07/2019,AU,Darwin,humidity,72,26.6,97.1,74.1,4068.23
11/07/2019,AU,Darwin,pm10,72,5,48,20,578.49
11/07/2019,AU,Darwin,precipitation,24,504.8,504.8,504.8,0
11/07/2019,AU,Darwin,wind-speed,71,0.5,8.2,2,34.26
11/07/2019,AU,Darwin,wind-gust,30,0.5,6.2,2.7,23.33
11/07/2019,AU,Darwin,dew,72,11.5,21,18.3,41.68
11/07/2019,AU,Darwin,co,72,1.2,7.1,3.2,20.18
11/07/2019,AU,Melbourne,dew,20,3,9.6,6,33.82
11/07/2019,AU,Melbourne,o3,63,8,23.3,15.2,170.11
29/03/2020,AU,Sydney,pm25,138,1,48,11,915.13
11/07/2019,AU,Melbourne,no2,61,2.8,18.6,8.4,159.8
11/07/2019,AU,Melbourne,wind-gust,120,5.1,20.9,15,116.34
11/07/2019,AU,Melbourne,precipitation,19,1,996,6,2001480
11/07/2019,AU,Melbourne,temperature,128,7.5,13.9,11.1,25.05
11/07/2019,AU,Melbourne,pm10,88,2,35,13,563.84
11/07/2019,AU,Melbourne,humidity,128,55.2,86.9,68,419.99
11/07/2019,AU,Melbourne,pressure,128,991.7,1009.1,1003,167.55
11/07/2019,AU,Melbourne,wind-speed,128,2,10.2,5.1,48.6
11/07/2019,AU,Adelaide,dew,24,6,13,11,42.02
11/07/2019,AU,Adelaide,wind-speed,168,0.5,17.1,5.8,127.61
11/07/2019,AU,Adelaide,pm10,165,1,22,13,174.92
11/07/2019,AU,Adelaide,humidity,168,62,94.5,84,580.15
11/07/2019,AU,Adelaide,o3,163,0,0,0,0
11/07/2019,AU,Adelaide,so2,9,0.1,0.1,0.1,0
11/07/2019,AU,Adelaide,no2,121,0.1,0.1,0.1,0
11/07/2019,AU,Adelaide,co,96,0.1,0.4,0.3,0.07
11/07/2019,AU,Adelaide,temperature,168,9.7,17.5,13,18.51
11/07/2019,AU,Adelaide,pressure,168,1009.9,1016.5,1013.8,26.68
11/07/2019,AU,Adelaide,wind-gust,146,2.4,30.1,11,385.89
11/07/2019,AU,Brisbane,dew,72,1,9,6,57.9
11/07/2019,AU,Brisbane,no2,204,0.1,0.1,0.1,0
11/07/2019,AU,Brisbane,wd,210,4,352,264,36101.7
11/07/2019,AU,Brisbane,wind-speed,208,0.1,6.1,1.1,20.12
11/07/2019,AU,Brisbane,temperature,210,8.1,26.7,16.4,258.68
11/07/2019,AU,Brisbane,humidity,213,22.9,96,59,4028.06
11/07/2019,AU,Brisbane,wind-gust,144,0.1,29,4,321.11
11/07/2019,AU,Brisbane,pm10,213,9,29,14,210.62
11/07/2019,AU,Brisbane,o3,80,0.1,0.1,0.1,0
11/07/2019,AU,Brisbane,so2,94,0.1,0.1,0.1,0
4/07/2020,AU,Sydney,pm25,138,2,148,19,7862.22
11/07/2019,AU,Brisbane,co,62,0.1,0.1,0.1,0
11/07/2019,AU,Brisbane,pressure,216,1012.5,1024.2,1018.9,54.65
11/07/2019,AU,Perth,temperature,72,7.3,18.8,12.5,100.39
11/07/2019,AU,Perth,pm10,55,10,18,15,72.3
11/07/2019,AU,Perth,o3,33,1,24,14,794.96
11/07/2019,AU,Perth,so2,24,2.9,5.8,2.9,16.45
8/01/2019,AU,Adelaide,pm25,137,1,18,5,80.36
11/07/2019,AU,Perth,pressure,72,1027,1034.2,1030.2,51.57
11/07/2019,AU,Perth,dew,41,6.5,13,11,23.1
11/07/2019,AU,Perth,wind-speed,48,0.2,4.3,1.5,14.71
11/07/2019,AU,Perth,humidity,56,57,100,87,1595.4
11/07/2019,AU,Perth,no2,57,1.2,18.9,8.9,243.18
11/07/2019,AU,Perth,wind-gust,70,0.1,25,0.6,276.45
11/07/2019,AU,Perth,co,45,2,9,4,40.83
24/01/2019,AU,Adelaide,pm25,137,1,59,8,763.89
12/07/2019,AU,Sydney,wind-speed,144,0.1,9.7,3.2,52.74
12/07/2019,AU,Sydney,temperature,144,9.7,20.1,14.8,72.4
12/07/2019,AU,Sydney,humidity,120,36.6,72.2,53.3,553.28
12/07/2019,AU,Sydney,so2,23,1.5,1.5,1.5,0
7/02/2019,AU,Sydney,pm25,137,8,33,18,569.3
12/07/2019,AU,Sydney,pressure,144,1003.1,1019.3,1011.6,150.2
12/07/2019,AU,Sydney,wind-gust,143,0.3,22.2,7,192.18
12/07/2019,AU,Sydney,dew,23,3,5.3,4,4.08
12/07/2019,AU,Sydney,co,18,1.2,2.3,1.2,3.2
12/07/2019,AU,Sydney,pm10,133,9,19,13,43.57
12/07/2019,AU,Sydney,o3,126,5.6,22.4,17.6,172.82
12/07/2019,AU,Sydney,no2,121,1,20.4,3.8,172.52
8/02/2019,AU,Adelaide,pm25,137,1,15,6,70.28
19/02/2019,AU,Adelaide,pm25,137,2,20,7,98.4
12/07/2019,AU,Hobart,pressure,72,982.9,993.8,990.4,117.08
12/07/2019,AU,Hobart,wind-speed,72,0.2,7.3,2.2,23.49
12/07/2019,AU,Hobart,wind-gust,72,3.7,12.8,7.5,45.25
12/07/2019,AU,Hobart,temperature,72,4.8,8,6.2,7.46
12/07/2019,AU,Hobart,pm10,64,1,6,2,15.2
12/07/2019,AU,Hobart,humidity,72,71.2,92.4,83.3,207.9
12/07/2019,AU,Darwin,o3,56,0.2,16.7,9.7,110.16
12/07/2019,AU,Darwin,so2,57,0.1,0.7,0.2,0.17
12/07/2019,AU,Darwin,no2,56,0.1,12,1,48.83
12/07/2019,AU,Darwin,pressure,72,1012.4,1018.6,1016.5,38.44
12/07/2019,AU,Darwin,temperature,67,17.6,32.5,26.3,191.1
28/03/2019,AU,Adelaide,pm25,137,3,17,7,86.4
12/07/2019,AU,Darwin,wd,54,4.7,346.2,202.4,100427
12/07/2019,AU,Darwin,humidity,56,24.5,92.6,59.2,3333.68
12/07/2019,AU,Darwin,pm10,56,5,71,24,1646.33
12/07/2019,AU,Darwin,precipitation,19,504.8,504.8,504.8,0
12/07/2019,AU,Darwin,wind-speed,54,0.4,279,2.4,27724.7
12/07/2019,AU,Darwin,wind-gust,36,0.2,5.5,3,36.99
12/07/2019,AU,Darwin,dew,41,9,20,18,116.81
12/07/2019,AU,Darwin,co,56,1.1,6.8,3.4,20.35
12/07/2019,AU,Melbourne,dew,22,2,10,7,58.4
12/07/2019,AU,Melbourne,o3,68,9.6,22.4,17.6,131.39
12/07/2019,AU,Melbourne,no2,68,1.9,11.2,5.6,64.08
12/07/2019,AU,Melbourne,wind-gust,120,4.2,21.4,15.5,111.65
12/07/2019,AU,Melbourne,precipitation,15,1,998,3,2062440
12/07/2019,AU,Melbourne,temperature,128,7.5,15.1,11.9,35.13
12/07/2019,AU,Melbourne,pm10,92,1,27,10,245.59
12/07/2019,AU,Melbourne,humidity,128,47.1,98.7,71.1,1148.23
12/07/2019,AU,Melbourne,pressure,128,994.5,1009.3,1004.1,137.94
12/07/2019,AU,Melbourne,wind-speed,126,3,12.8,5.6,50.44
12/07/2019,AU,Adelaide,dew,24,2.5,11.4,10,91.71
12/07/2019,AU,Adelaide,wind-speed,168,1.6,20.4,7.8,148.7
12/07/2019,AU,Adelaide,pm10,166,3,22,10,137.62
12/07/2019,AU,Adelaide,humidity,168,55,93.2,80.5,779.37
12/07/2019,AU,Adelaide,o3,162,0,0,0,0
12/07/2019,AU,Adelaide,so2,21,0.1,0.1,0.1,0
28/05/2019,AU,Adelaide,pm25,137,1,13,5,58.36
12/07/2019,AU,Adelaide,no2,130,0.1,0.1,0.1,0
12/07/2019,AU,Adelaide,co,96,0.1,0.2,0.2,0.03
12/07/2019,AU,Adelaide,temperature,168,7.7,14.6,12.4,23.96
12/07/2019,AU,Adelaide,pressure,168,1011.3,1018.8,1013.5,28.01
12/07/2019,AU,Adelaide,wind-gust,153,5.2,35.7,14.8,427.04
12/07/2019,AU,Brisbane,dew,63,3.5,13,6,81.53
12/07/2019,AU,Brisbane,no2,214,0.1,0.1,0.1,0
12/07/2019,AU,Brisbane,wd,212,3,359,255,71573.3
12/07/2019,AU,Brisbane,wind-speed,212,0.1,5.8,0.9,11.7
12/07/2019,AU,Brisbane,temperature,213,8.1,28.2,16.9,280.8
12/07/2019,AU,Brisbane,humidity,214,24,94.5,58.5,3440.2
12/07/2019,AU,Brisbane,precipitation,5,0.1,0.2,0.1,0.02
12/07/2019,AU,Brisbane,wind-gust,158,0.1,11.8,3.7,138.29
12/07/2019,AU,Brisbane,pm10,211,8,36,15,454.68
12/07/2019,AU,Brisbane,o3,86,0.1,0.1,0.1,0
12/07/2019,AU,Brisbane,so2,86,0.1,0.1,0.1,0
31/05/2019,AU,Adelaide,pm25,137,1,16,5,79.22
12/07/2019,AU,Brisbane,co,88,0.1,0.1,0.1,0
12/07/2019,AU,Brisbane,pressure,216,1013.5,1024,1019.1,55.38
12/07/2019,AU,Perth,temperature,72,6,19.4,12,171.02
12/07/2019,AU,Perth,pm10,55,9,16,13,35.17
12/07/2019,AU,Perth,o3,36,2,22,18,356.66
12/07/2019,AU,Perth,so2,9,2.9,2.9,2.9,0
10/06/2019,AU,Melbourne,pm25,137,14,35,23,259.87
12/07/2019,AU,Perth,pressure,72,1029.5,1036.5,1033,44.16
12/07/2019,AU,Perth,dew,48,4,10.5,8.5,33.9
12/07/2019,AU,Perth,wind-speed,53,0.1,6.6,1.7,26.16
12/07/2019,AU,Perth,humidity,62,32.3,100,80.1,3271
12/07/2019,AU,Perth,no2,51,1.2,16.7,5.6,153.95
12/07/2019,AU,Perth,wind-gust,72,0.3,29,2.6,467.79
12/07/2019,AU,Perth,co,43,1,11,5,89.65
13/07/2019,AU,Sydney,wind-speed,142,0.2,16.8,3,141.01
13/07/2019,AU,Sydney,temperature,143,9,20,13.6,46.3
13/07/2019,AU,Sydney,humidity,120,27.3,64,46.7,828.57
13/07/2019,AU,Sydney,so2,15,1.5,1.5,1.5,0
8/07/2019,AU,Melbourne,pm25,137,6,30,17,399.64
13/07/2019,AU,Sydney,pressure,143,1001.1,1023.8,1012.1,293.46
13/07/2019,AU,Sydney,wind-gust,143,1,29,8.5,322.99
13/07/2019,AU,Sydney,dew,24,-4.5,5,0,73.83
13/07/2019,AU,Sydney,co,24,1.2,2.3,1.2,2.61
13/07/2019,AU,Sydney,pm10,134,8,19,11,65.66
13/07/2019,AU,Sydney,o3,125,12.8,25.6,20.8,102.07
13/07/2019,AU,Sydney,no2,107,1,9.3,2.8,39.7
19/07/2019,AU,Sydney,pm25,137,17,45,29,494.02
26/07/2019,AU,Sydney,pm25,137,25,59,44,923.26
13/07/2019,AU,Hobart,pressure,72,986.4,1012,1001.5,536.93
13/07/2019,AU,Hobart,wind-speed,72,0.3,5.1,1,11.94
13/07/2019,AU,Hobart,wind-gust,72,1.4,9.2,5,29.37
13/07/2019,AU,Hobart,temperature,72,4.4,7.6,5.5,7.25
13/07/2019,AU,Hobart,pm10,63,1,19,2,98.7
13/07/2019,AU,Hobart,humidity,72,73,89.5,81.3,186.2
13/07/2019,AU,Darwin,o3,71,2,13.9,8.6,80.19
13/07/2019,AU,Darwin,so2,69,0.1,0.9,0.2,0.2
13/07/2019,AU,Darwin,no2,70,0.1,7.3,0.8,16.92
13/07/2019,AU,Darwin,pressure,72,1012,1017.6,1015.5,26.12
13/07/2019,AU,Darwin,temperature,72,18.6,32.2,25.8,135.99
29/07/2019,AU,Adelaide,pm25,137,1,12,5,53.78
13/07/2019,AU,Darwin,wd,72,34.2,314.2,146.2,75607.8
13/07/2019,AU,Darwin,humidity,72,19.5,89.8,62.8,4701.44
13/07/2019,AU,Darwin,pm10,72,7,51,17,585.87
13/07/2019,AU,Darwin,precipitation,24,504.8,504.8,504.8,0
13/07/2019,AU,Darwin,wind-speed,72,0.3,14,3,86.32
13/07/2019,AU,Darwin,wind-gust,33,0.2,7,5,44.13
13/07/2019,AU,Darwin,dew,44,6,20,15,286.11
13/07/2019,AU,Darwin,co,70,1,6.3,3.3,20.52
13/07/2019,AU,Melbourne,co,4,2.3,2.3,2.3,0
13/07/2019,AU,Melbourne,dew,15,3,5,4,5.52
13/07/2019,AU,Melbourne,o3,61,13.6,23.3,20,88.78
30/07/2019,AU,Adelaide,pm25,137,1,25,7,193.75
13/07/2019,AU,Melbourne,no2,63,2.8,11.2,5.6,66.35
13/07/2019,AU,Melbourne,wind-gust,120,7.5,21,13.7,73.65
13/07/2019,AU,Melbourne,so2,10,1.5,2.9,1.5,3.48
13/07/2019,AU,Melbourne,precipitation,15,3,998,992,2335490
13/07/2019,AU,Melbourne,temperature,128,6,11.8,7.7,25.18
13/07/2019,AU,Melbourne,pm10,96,5,22,8,132.91
13/07/2019,AU,Melbourne,humidity,128,54.2,94.3,73,657.22
13/07/2019,AU,Melbourne,pressure,128,998.1,1025.2,1012.4,417.18
13/07/2019,AU,Melbourne,wind-speed,128,2.5,15.4,5.1,74.53
13/07/2019,AU,Adelaide,dew,24,3.5,6,4.5,4.4
13/07/2019,AU,Adelaide,wind-speed,167,0.1,13,5.2,91.99
13/07/2019,AU,Adelaide,pm10,167,4,63,9,225.45
13/07/2019,AU,Adelaide,humidity,168,50.5,86.6,68.1,547
13/07/2019,AU,Adelaide,o3,141,0,0,0,0
2/08/2019,AU,Melbourne,pm25,137,14,45,24,242.2
13/07/2019,AU,Adelaide,no2,103,0.1,0.1,0.1,0
13/07/2019,AU,Adelaide,co,96,0.1,0.3,0.2,0.04
13/07/2019,AU,Adelaide,temperature,168,6.5,14.6,10.6,30.91
13/07/2019,AU,Adelaide,pressure,168,1013.2,1030.6,1024.5,308.04
13/07/2019,AU,Adelaide,wind-gust,147,0.8,25.3,10.5,316.2
13/07/2019,AU,Brisbane,dew,72,0.3,8.5,5,68.57
13/07/2019,AU,Brisbane,no2,216,0.1,0.1,0.1,0
13/07/2019,AU,Brisbane,wd,216,3,357,265,39760.7
13/07/2019,AU,Brisbane,wind-speed,215,0.1,7.9,1.9,35.91
13/07/2019,AU,Brisbane,temperature,216,8.8,25.7,17.9,169.96
13/07/2019,AU,Brisbane,humidity,216,24.1,96,44.2,3059.97
13/07/2019,AU,Brisbane,wind-gust,198,0.1,33,9.5,474.93
13/07/2019,AU,Brisbane,pm10,216,2,31,17,408.35
13/07/2019,AU,Brisbane,o3,105,0.1,0.1,0.1,0
13/07/2019,AU,Brisbane,so2,83,0.1,0.1,0.1,0
4/08/2019,AU,Adelaide,pm25,137,1,56,5,592.35
13/07/2019,AU,Brisbane,co,68,0.1,0.1,0.1,0
13/07/2019,AU,Brisbane,pressure,216,1010.7,1023.9,1017.1,69.3
13/07/2019,AU,Perth,temperature,72,7.5,19.3,12.5,118.88
13/07/2019,AU,Perth,pm10,51,5,11,7,19.73
13/07/2019,AU,Perth,o3,51,6,23,18,277.8
13/07/2019,AU,Perth,so2,9,2.9,2.9,2.9,0
13/08/2019,AU,Adelaide,pm25,137,1,41,7,317.73
13/07/2019,AU,Perth,pressure,72,1031,1038.2,1035.3,44.51
13/07/2019,AU,Perth,dew,48,6,10,8,8.24
13/07/2019,AU,Perth,wind-speed,57,0.3,5.9,2.5,27.28
13/07/2019,AU,Perth,humidity,63,45,100,77.5,2348.08
13/07/2019,AU,Perth,no2,44,1.2,13.4,3.4,90.48
13/07/2019,AU,Perth,wind-gust,69,1.5,27,3.6,203.11
13/07/2019,AU,Perth,co,35,1,7,3,31.97
14/08/2019,AU,Adelaide,pm25,137,1,20,5,110.46
14/07/2019,AU,Sydney,wind-speed,132,0.2,9.6,2.4,41.02
14/07/2019,AU,Sydney,temperature,140,3.1,18.7,10,115.66
14/07/2019,AU,Sydney,humidity,120,29.6,73.8,53.5,1109.39
14/07/2019,AU,Sydney,so2,6,1.5,1.5,1.5,0
16/08/2019,AU,Adelaide,pm25,137,1,22,5,92.96
14/07/2019,AU,Sydney,pressure,140,1006.7,1025.9,1015,218.22
14/07/2019,AU,Sydney,wind-gust,139,0.1,21.4,5.7,186.27
14/07/2019,AU,Sydney,dew,24,-2,1,0,9.61
14/07/2019,AU,Sydney,co,16,1.2,2.3,1.2,3.03
14/07/2019,AU,Sydney,pm10,133,6,13,7,29.85
14/07/2019,AU,Sydney,o3,132,2.4,24.8,18.4,288.37
14/07/2019,AU,Sydney,no2,123,1,23.2,2.8,232.94
5/09/2019,AU,Melbourne,pm25,137,22,43,31,166.14
15/09/2019,AU,Adelaide,pm25,137,1,15,5,112.11
18/09/2019,AU,Adelaide,pm25,137,1,11,4,37.81
14/07/2019,AU,Hobart,pressure,72,991.6,1009.9,1000.2,203.32
14/07/2019,AU,Hobart,wind-speed,66,0.2,5.9,2,15.55
14/07/2019,AU,Hobart,wind-gust,72,1.6,10.5,6,53.14
14/07/2019,AU,Hobart,temperature,72,4,10.4,5.9,23.23
14/07/2019,AU,Hobart,pm10,63,1,10,2,25.12
14/07/2019,AU,Hobart,humidity,72,60.5,92.4,81,536.69
14/07/2019,AU,Darwin,o3,72,3.6,19.4,8.5,95.64
14/07/2019,AU,Darwin,so2,69,0.2,0.9,0.3,0.22
14/07/2019,AU,Darwin,no2,69,0.1,4.5,0.8,8.02
14/07/2019,AU,Darwin,pressure,72,1012,1017.5,1015,25.88
14/07/2019,AU,Darwin,temperature,72,17.5,30.6,24.5,128.53
14/07/2019,AU,Darwin,wd,72,88.4,305.2,136.3,60206
14/07/2019,AU,Darwin,humidity,72,15.2,57.4,36.5,940.26
14/07/2019,AU,Darwin,pm10,71,5,86,28,2431.74
14/07/2019,AU,Darwin,precipitation,24,504.8,504.8,504.8,0
14/07/2019,AU,Darwin,wind-speed,72,1,17.5,4,106.37
14/07/2019,AU,Darwin,wind-gust,60,0.2,8.2,2.2,73.06
14/07/2019,AU,Darwin,dew,48,1,13,6,73.19
14/07/2019,AU,Darwin,co,69,1.1,7.7,3,27.62
14/07/2019,AU,Melbourne,co,14,1.2,2.3,1.2,1.6
14/07/2019,AU,Melbourne,dew,18,3,9,6.3,23.47
14/07/2019,AU,Melbourne,o3,69,12.8,23.3,20,68.87
28/09/2019,AU,Melbourne,pm25,137,7,31,21,368.05
14/07/2019,AU,Melbourne,no2,61,1.9,8.4,3.8,20.76
14/07/2019,AU,Melbourne,wind-gust,119,5,24.4,14.5,176.24
14/07/2019,AU,Melbourne,precipitation,13,1,998,996,1902140
14/07/2019,AU,Melbourne,temperature,128,4.9,12.9,10,38.82
14/07/2019,AU,Melbourne,pm10,96,1,24,8,369.29
14/07/2019,AU,Melbourne,humidity,128,65.1,97,76.8,524.32
14/07/2019,AU,Melbourne,pressure,128,1006.3,1025,1015.3,200.61
14/07/2019,AU,Melbourne,wind-speed,128,2.5,13.8,5.1,84.51
14/07/2019,AU,Adelaide,dew,24,4.5,11,8.5,36.78
14/07/2019,AU,Adelaide,wind-speed,166,0.5,16.3,5.5,103.59
14/07/2019,AU,Adelaide,pm10,168,3,15,7,70.65
14/07/2019,AU,Adelaide,humidity,168,60,95.5,78.6,734.62
14/07/2019,AU,Adelaide,o3,164,0,0,0,0
14/07/2019,AU,Adelaide,so2,12,0.1,0.1,0.1,0
2/10/2019,AU,Melbourne,pm25,137,17,55,42,1424.72
14/07/2019,AU,Adelaide,no2,129,0.1,0.1,0.1,0
14/07/2019,AU,Adelaide,co,96,0.1,0.2,0.2,0.02
14/07/2019,AU,Adelaide,temperature,168,7,14.4,11.6,17.84
14/07/2019,AU,Adelaide,pressure,168,1013.2,1030.9,1028.5,302.56
14/07/2019,AU,Adelaide,wind-gust,146,1.2,29.5,10.1,304.67
14/07/2019,AU,Brisbane,dew,72,-7.5,3.5,-2,96.72
14/07/2019,AU,Brisbane,no2,191,0.1,0.1,0.1,0
14/07/2019,AU,Brisbane,wd,214,3,359,240,54881.5
14/07/2019,AU,Brisbane,wind-speed,214,0.1,7.4,1.6,23.48
14/07/2019,AU,Brisbane,temperature,214,7.7,22.1,13.9,93.65
14/07/2019,AU,Brisbane,humidity,215,17.1,66,40.3,1096.58
14/07/2019,AU,Brisbane,precipitation,3,0.1,0.2,0.1,0.03
14/07/2019,AU,Brisbane,wind-gust,196,0.2,29,7.4,197.59
14/07/2019,AU,Brisbane,pm10,193,1,27,11,222.37
14/07/2019,AU,Brisbane,o3,140,0.1,0.1,0.1,0
14/07/2019,AU,Brisbane,so2,55,0.1,0.1,0.1,0
2/10/2019,AU,Melbourne,pm25,137,17,55,42,1424.72
14/07/2019,AU,Brisbane,co,22,0.1,0.1,0.1,0
14/07/2019,AU,Brisbane,pressure,216,1008,1026.6,1020.4,67.28
14/07/2019,AU,Perth,temperature,72,8.1,19.4,12,124.57
14/07/2019,AU,Perth,pm10,45,7,12,8,22.53
14/07/2019,AU,Perth,o3,51,3,24,18,243.93
14/07/2019,AU,Perth,so2,9,2.9,2.9,2.9,0
5/11/2019,AU,Melbourne,pm25,137,3,37,18,649.67
14/07/2019,AU,Perth,pressure,72,1030,1037.4,1034,59.03
14/07/2019,AU,Perth,dew,38,5,7.5,6,4.3
14/07/2019,AU,Perth,wind-speed,52,0.6,7.4,3.3,23.97
14/07/2019,AU,Perth,humidity,69,32.3,96.6,66,2873.92
14/07/2019,AU,Perth,no2,39,1.2,17.8,2.3,263.23
14/07/2019,AU,Perth,wind-gust,71,0.1,21.8,4.1,247.11
14/07/2019,AU,Perth,co,25,1,4,2,9.17
9/12/2019,AU,Melbourne,pm25,137,17,51,33,631.34
15/07/2019,AU,Sydney,wind-speed,138,0.1,10.8,2,57.89
15/07/2019,AU,Sydney,temperature,144,8,18.6,12.5,90.6
15/07/2019,AU,Sydney,humidity,139,25.6,72.4,52.5,1343.35
15/07/2019,AU,Sydney,so2,18,1.5,4.3,1.5,9.54
15/07/2019,AU,Sydney,pressure,144,1003.5,1023,1015.2,169.43
15/07/2019,AU,Sydney,wind-gust,144,0.1,20.5,6,246.07
15/07/2019,AU,Sydney,dew,21,-1,3.3,2,13.15
15/07/2019,AU,Sydney,co,18,1.2,3.4,2.3,3.99
15/07/2019,AU,Sydney,pm10,137,5,12,7,23.11
15/07/2019,AU,Sydney,o3,134,0.8,24.1,15.2,407.25
15/07/2019,AU,Sydney,no2,130,1,29.7,6.5,453.45
8/02/2020,AU,Sydney,pm25,137,1,71,13,1484.57
15/07/2019,AU,Hobart,pressure,72,999.2,1011.8,1006.5,142.58
15/07/2019,AU,Hobart,wind-speed,72,0.5,6.6,2.8,23.49
15/07/2019,AU,Hobart,wind-gust,72,3.9,20,7.5,161.94
15/07/2019,AU,Hobart,temperature,72,5.4,14.2,10,77.24
15/07/2019,AU,Hobart,pm10,64,1,19,2,121.97
15/07/2019,AU,Hobart,humidity,72,59.4,81.7,71.2,373.09
15/07/2019,AU,Darwin,o3,69,4.5,27,8.5,332.63
15/07/2019,AU,Darwin,so2,61,0.1,3.7,0.4,2.18
15/07/2019,AU,Darwin,no2,69,0.2,5.1,1.2,6.85
15/07/2019,AU,Darwin,pressure,72,1011,1018.5,1015,32.07
15/07/2019,AU,Darwin,temperature,72,20,30,25,97.7
29/02/2020,AU,Sydney,pm25,137,1,44,18,809.67
15/07/2019,AU,Darwin,wd,72,92.2,295.5,133.5,57902.1
15/07/2019,AU,Darwin,humidity,72,15.4,45.2,32,615.61
15/07/2019,AU,Darwin,pm10,71,10,71,25,2185.01
15/07/2019,AU,Darwin,precipitation,24,504.8,504.8,504.8,0
15/07/2019,AU,Darwin,wind-speed,72,1.1,13.2,4.4,113.44
15/07/2019,AU,Darwin,wind-gust,66,0.2,9.7,3.5,77.29
15/07/2019,AU,Darwin,dew,44,0,5,3,19.58
15/07/2019,AU,Darwin,co,69,0.8,11.9,4,40.57
15/07/2019,AU,Melbourne,co,12,1.2,2.3,1.2,3.3
15/07/2019,AU,Melbourne,dew,15,7,10.5,8,16.79
15/07/2019,AU,Melbourne,o3,86,1.6,22.4,13.6,252.1
15/07/2019,AU,Melbourne,no2,88,2.8,27.8,9.3,397.11
15/07/2019,AU,Melbourne,wind-gust,120,3.7,16.1,8.6,81.35
15/07/2019,AU,Melbourne,so2,26,1.5,4.3,1.5,8.2
15/07/2019,AU,Melbourne,precipitation,13,1,996,4,2651460
15/07/2019,AU,Melbourne,temperature,128,8.2,14,11.4,33.17
15/07/2019,AU,Melbourne,pm10,94,3,27,12,164
15/07/2019,AU,Melbourne,humidity,128,67,100,86.1,720.25
15/07/2019,AU,Melbourne,pressure,128,1006.7,1025.2,1019.8,174.6
15/07/2019,AU,Melbourne,wind-speed,128,1.5,11.3,5.1,49.81
15/07/2019,AU,Adelaide,dew,24,7.5,12,11,15.88
15/07/2019,AU,Adelaide,wind-speed,161,0.1,9.1,3.5,47.56
15/07/2019,AU,Adelaide,pm10,167,1,13,5,53.83
15/07/2019,AU,Adelaide,humidity,168,73,98,89,356.02
15/07/2019,AU,Adelaide,o3,161,0,0,0,0
15/07/2019,AU,Adelaide,no2,142,0.1,0.1,0.1,0
15/07/2019,AU,Adelaide,co,96,0.1,0.4,0.2,0.06
15/07/2019,AU,Adelaide,temperature,168,9.4,14.7,11.9,12.94
15/07/2019,AU,Adelaide,pressure,168,1013.2,1030.6,1029,318.92
15/07/2019,AU,Adelaide,wind-gust,141,0.1,18.4,6.8,159.46
15/07/2019,AU,Brisbane,dew,69,-3,3,-1.5,27.48
15/07/2019,AU,Brisbane,no2,208,0.1,0.1,0.1,0
15/07/2019,AU,Brisbane,wd,215,132,333,259,3567.56
15/07/2019,AU,Brisbane,wind-speed,213,0.1,8.3,2.5,29.24
15/07/2019,AU,Brisbane,temperature,215,9.4,22.8,14,102.82
15/07/2019,AU,Brisbane,humidity,215,25,64.9,42.7,701.48
15/07/2019,AU,Brisbane,wind-gust,216,0.2,34,12.7,410.76
15/07/2019,AU,Brisbane,pm10,201,1,23,9,188.48
